simulation,generation,round,trial,referent,speaker,listener,lexeme,type,produced_x,produced_y,prob,evidence,success,old_guess_A,new_guess_A,old_guess_B,new_guess_B,old_stored_y_A,old_stored_y_B,new_stored_y_A,new_stored_y_B
2,6,5,2,3,A,B,C,small,0.6697290433271298,0.3271228329568095,0.3424244972237243,0,0,0.4922922850811122,0.4922922850811122,0.34242449722372437,0.3458099852095072,0.34902618164353627,0.34902618164353627,0.34902618164353627,0.34902618164353627
2,6,5,3,4,A,B,D,large,1.0025966933722288,1,0.8213344638218589,1,1,0.7237220840396164,0.7237220840396164,0.421334463821859,0.8372510133517296,0.8811307840190901,0.8811307840190901,0.940565392009545,0.940565392009545
2,6,5,4,1,B,A,A,small,0.01554644996826083,0.15565302047987156,0.8891016000037731,0.18857568662639418,1,0.8136713253532154,0.8997181700074822,0.7724263838302446,0.7724263838302446,0.03306668933388069,0.03306668933388069,0.09435985490687612,0.09435985490687612
2,6,6,1,3,B,A,C,small,0.6676476556121459,0.3457020717709504,0.4922922850811122,0,1,0.4922922850811122,0.5204053346831627,0.3458099852095072,0.3458099852095072,0.34902618164353627,0.34902618164353627,0.34736412670724337,0.34736412670724337
2,6,6,2,1,A,B,A,small,-0.0015953552626779258,0.013342311900559525,0.9499999999999998,0.9201294019270844,1,0.8997181700074822,0.8997181700074822,0.7724263838302446,0.9550811584492837,0.09435985490687612,0.09435985490687612,0.053851083403717824,0.053851083403717824
2,6,6,3,2,A,B,B,large,0.3291376586691257,1,0.9499999999999998,1,1,0.7872948105458787,0.7872948105458787,0.7171396469400773,0.9550811584492837,0.9920331357568951,0.9920331357568951,0.9960165678784476,0.9960165678784476
2,6,6,4,4,B,A,D,large,0.9878765047969498,1,0.9499999999999998,1,1,0.7237220840396164,0.9550811584492837,0.8372510133517296,0.8372510133517296,0.940565392009545,0.940565392009545,0.9702826960047726,0.9702826960047726
2,6,7,1,3,B,A,C,small,0.6832557371161724,0.31784189417938863,0.5204053346831627,0,1,0.5204053346831627,0.5483897426013763,0.3458099852095072,0.3458099852095072,0.34736412670724337,0.34736412670724337,0.33260301044331597,0.33260301044331597
2,6,7,2,4,A,B,D,large,0.9929140544600334,0.8852658096330611,0.9499999999999998,0.3780516729473419,1,0.9550811584492837,0.9550811584492837,0.8372510133517296,0.9550811584492837,0.9702826960047726,0.9702826960047726,0.9277742528189168,0.9277742528189168
2,6,7,3,1,A,B,A,small,-0.0038723110015045793,0.04077282961507969,0.9499999999999998,0.7624684975546338,1,0.8997181700074822,0.8997181700074822,0.9550811584492837,0.9550811584492837,0.053851083403717824,0.053851083403717824,0.04731195650939876,0.04731195650939876
2,6,7,4,2,B,A,B,large,0.33742478476955456,1,0.9499999999999998,1,1,0.7872948105458787,0.9550811584492837,0.9550811584492837,0.9550811584492837,0.9960165678784476,0.9960165678784476,0.9980082839392238,0.9980082839392238
2,6,8,1,2,A,B,B,large,0.3363299309725145,0.9681148210934892,0.9499999999999998,0.8126074410290978,1,0.9550811584492837,0.9550811584492837,0.9550811584492837,0.9550811584492837,0.9980082839392238,0.9980082839392238,0.9830615525163565,0.9830615525163565
2,6,8,2,3,B,A,C,small,0.6610675961644875,0.3736783605874828,0.5483897426013763,0,0,0.5483897426013763,0.5521018550691907,0.3458099852095072,0.3458099852095072,0.33260301044331597,0.33260301044331597,0.33260301044331597,0.33260301044331597
2,6,8,3,4,B,A,D,large,0.9917708790730443,0.8430899168013897,0.9499999999999998,0.18299676725957892,1,0.9550811584492837,0.9550811584492837,0.9550811584492837,0.9550811584492837,0.9277742528189168,0.9277742528189168,0.8854320848101532,0.8854320848101532
2,6,8,4,1,A,B,A,small,0.024977658616576186,0.17184492739051513,0.9499999999999998,0.11777721564221945,1,0.8997181700074822,0.8997181700074822,0.9550811584492837,0.9550811584492837,0.04731195650939876,0.04731195650939876,0.10957844194995695,0.10957844194995695
2,6,9,1,3,A,B,C,small,0.6844429165156872,0.5473804456631085,0.3458099852095071,0,0,0.5521018550691907,0.5521018550691907,0.3458099852095072,0.34921116945736747,0.33260301044331597,0.33260301044331597,0.33260301044331597,0.33260301044331597
2,6,9,2,2,B,A,B,large,0.32737453224135654,0.901307601433213,0.9499999999999998,0.456669125475703,1,0.9550811584492837,0.9550811584492837,0.9550811584492837,0.9550811584492837,0.9830615525163565,0.9830615525163565,0.9421845769747847,0.9421845769747847
2,6,9,3,1,B,A,A,small,0.006165505585158199,0.08476820216293572,0.9499999999999998,0.5269837565360358,1,0.8997181700074822,0.9550811584492837,0.9550811584492837,0.9550811584492837,0.10957844194995695,0.10957844194995695,0.09717332205644633,0.09717332205644633
2,6,9,4,4,A,B,D,large,0.989412073095596,0.7988375232471894,0.9499999999999998,0,0,0.9550811584492837,0.9550811584492837,0.9550811584492837,0.9507077096900849,0.8854320848101532,0.8854320848101532,0.8854320848101532,0.8854320848101532
2,6,10,1,1,B,A,A,small,-0.009663513978423202,0.03943559439414607,0.9499999999999998,0.7699555575815766,1,0.9550811584492837,0.9550811584492837,0.9550811584492837,0.9550811584492837,0.09717332205644633,0.09717332205644633,0.0683044582252962,0.0683044582252962
2,6,10,2,3,B,A,C,small,0.6684889488758916,0.31763816015005386,0.5521018550691907,0,1,0.5521018550691907,0.579730385387666,0.34921116945736747,0.34921116945736747,0.33260301044331597,0.33260301044331597,0.3251205852966849,0.3251205852966849
2,6,10,3,2,A,B,B,large,0.3249810981440185,0.7603596860566854,0.9499999999999998,0,1,0.9550811584492837,0.9550811584492837,0.9550811584492837,0.9550811584492837,0.9421845769747847,0.9421845769747847,0.851272131515735,0.851272131515735
2,6,10,4,4,A,B,D,large,0.9997844416247134,0.8983805534869419,0.9499999999999998,0.4421355127860647,1,0.9550811584492837,0.9550811584492837,0.9507077096900849,0.9550811584492837,0.8854320848101532,0.8854320848101532,0.8919063191485476,0.8919063191485476
2,7,1,1,3,B,A,C,small,0.6666111288799477,0,0.47820833379627864,1,1,0.07820833379627863,0.50631918375984,0.3579516625238809,0.3579516625238809,0.3251205852966849,0.3251205852966849,0.16256029264834246,0.16256029264834246
2,7,1,2,4,A,B,D,large,1.018455885417443,0.5809610718989112,0.3847870482714399,0,1,0.22358158147162271,0.22358158147162271,0.3847870482714399,0.4117396448954879,0.8919063191485476,0.8919063191485476,0.7364336955237294,0.7364336955237294
2,7,1,3,2,B,A,B,large,0.339617505712733,0.8870714126219232,0.3386254372339338,0.38677510268927,0,0.1839153961582258,0.34199289919215686,0.1929314881749071,0.1929314881749071,0.851272131515735,0.851272131515735,0.851272131515735,0.851272131515735
2,7,1,4,1,A,B,A,small,-0.0018521136521571706,0.29786321767748364,0.22004198557834184,0,0,0.2587743860997918,0.2587743860997918,0.22004198557834187,0.22262714580404186,0.0683044582252962,0.0683044582252962,0.0683044582252962,0.0683044582252962
2,7,2,1,1,B,A,A,small,-0.007871273479837716,0.45144980293342424,0.2587743860997918,0,0,0.2587743860997918,0.2616619332615138,0.22262714580404186,0.22262714580404186,0.0683044582252962,0.0683044582252962,0.0683044582252962,0.0683044582252962
2,7,2,2,4,A,B,D,large,1.008351127007441,1,0.8117396448954879,1,0,0.22358158147162271,0.22358158147162271,0.4117396448954879,0.8140212092125737,0.7364336955237294,0.7364336955237294,0.7364336955237294,0.7364336955237294
2,7,2,3,2,A,B,B,large,0.3265700260253076,1,0.5929314881749072,1,0,0.34199289919215686,0.34199289919215686,0.1929314881749071,0.5965468367690822,0.851272131515735,0.851272131515735,0.851272131515735,0.851272131515735
2,7,2,4,3,B,A,C,small,0.6416076502255009,0.21812683965392196,0.50631918375984,0,1,0.50631918375984,0.5343901356923417,0.3579516625238809,0.3579516625238809,0.16256029264834246,0.16256029264834246,0.1903435661511322,0.1903435661511322
2,7,3,1,2,A,B,B,large,0.3270466031833252,0.7142958796656486,0.5965468367690822,0,1,0.34199289919215686,0.34199289919215686,0.5965468367690822,0.6233043493559148,0.851272131515735,0.851272131515735,0.7827840055906918,0.7827840055906918
2,7,3,2,3,B,A,C,small,0.6488006310686346,0.2582530196470081,0.5343901356923417,0,0,0.5343901356923417,0.538120401263543,0.3579516625238809,0.3579516625238809,0.1903435661511322,0.1903435661511322,0.1903435661511322,0.1903435661511322
2,7,3,3,1,A,B,A,small,0.010194810421367866,0.03179346122277102,0.547878953347912,0.8131295188596753,1,0.2616619332615138,0.2616619332615138,0.22262714580404186,0.5755677198849213,0.0683044582252962,0.0683044582252962,0.05004895972403361,0.05004895972403361
2,7,3,4,4,B,A,D,large,1.0163423231405395,0.6010282227337355,0.22358158147162271,0,0,0.22358158147162271,0.2261962665215326,0.8140212092125737,0.8140212092125737,0.7364336955237294,0.7364336955237294,0.7364336955237294,0.7364336955237294
2,7,4,1,3,B,A,C,small,0.6745248634838271,0.11223155123531266,0.6941808564685157,0.3901511380124316,1,0.538120401263543,0.7175292349393303,0.3579516625238809,0.3579516625238809,0.1903435661511322,0.1903435661511322,0.15128755869322244,0.15128755869322244
2,7,4,2,4,B,A,D,large,0.9810132942021861,0.6814835784871481,0.2261962665215326,0,1,0.2261962665215326,0.24649105048491926,0.8140212092125737,0.8140212092125737,0.7364336955237294,0.7364336955237294,0.7089586370054388,0.7089586370054388
2,7,4,3,1,A,B,A,small,0.020164056241320245,0,0.9499999999999998,1,1,0.2616619332615138,0.2616619332615138,0.5755677198849213,0.9550811584492837,0.05004895972403361,0.05004895972403361,0.025024479862016804,0.025024479862016804
2,7,4,4,2,A,B,B,large,0.3135590981592659,0.7537253023370819,0.6233043493559148,0,0,0.34199289919215686,0.34199289919215686,0.6233043493559148,0.6268197220931503,0.7827840055906918,0.7827840055906918,0.7827840055906918,0.7827840055906918
2,7,5,1,2,A,B,B,large,0.3430106671619714,0.5108795828922075,0.6268197220931503,0,1,0.34199289919215686,0.34199289919215686,0.6268197220931503,0.6527382420105751,0.7827840055906918,0.7827840055906918,0.6468317942414497,0.6468317942414497
2,7,5,2,4,B,A,D,large,1.0021298529475908,0.625939759413717,0.2464910504849193,0,0,0.24649105048491926,0.24928763060831474,0.8140212092125737,0.8140212092125737,0.7089586370054388,0.7089586370054388,0.7089586370054388,0.7089586370054388
2,7,5,3,3,B,A,C,small,0.658923305617644,0.4783741387639964,0.7175292349393303,0,1,0.7175292349393303,0.7397632932542766,0.3579516625238809,0.3579516625238809,0.15128755869322244,0.15128755869322244,0.31483084872860945,0.31483084872860945
2,7,5,4,1,A,B,A,small,-0.009994225995295819,0.20438270508295736,0.9499999999999998,0,1,0.2616619332615138,0.2616619332615138,0.9550811584492837,0.9550811584492837,0.025024479862016804,0.025024479862016804,0.11470359247248708,0.11470359247248708
2,7,6,1,3,B,A,C,small,0.6615927640448624,0.7382141970632989,0.7397632932542766,0,1,0.7397632932542766,0.7608305981571255,0.3579516625238809,0.3579516625238809,0.31483084872860945,0.31483084872860945,0.5265225228959542,0.5265225228959542
2,7,6,2,2,A,B,B,large,0.31203139619452597,1,0.9499999999999998,1,1,0.34199289919215686,0.34199289919215686,0.6527382420105751,0.9550811584492837,0.6468317942414497,0.6468317942414497,0.8234158971207248,0.8234158971207248
2,7,6,3,1,A,B,A,small,0.004039353947917865,0.18708298338031876,0.9499999999999998,0.05321128493730952,1,0.2616619332615138,0.2616619332615138,0.9550811584492837,0.9550811584492837,0.11470359247248708,0.11470359247248708,0.1508932879264029,0.1508932879264029
2,7,6,4,4,B,A,D,large,0.9983157354816571,0.7743118587453527,0.24928763060831474,0,0,0.24928763060831474,0.2521053238525167,0.8140212092125737,0.8140212092125737,0.7089586370054388,0.7089586370054388,0.7089586370054388,0.7089586370054388
2,7,7,1,3,A,B,C,small,0.6688060231693146,0.5310143660716113,0.3579516625238809,0,1,0.7608305981571255,0.7608305981571255,0.3579516625238809,0.38419842636371754,0.5265225228959542,0.5265225228959542,0.5287684444837828,0.5287684444837828
2,7,7,2,4,A,B,D,large,1.0067789433959602,1,0.9499999999999998,1,1,0.2521053238525167,0.2521053238525167,0.8140212092125737,0.9550811584492837,0.7089586370054388,0.7089586370054388,0.8544793185027194,0.8544793185027194
2,7,7,3,1,B,A,A,small,0.004000858123858597,0.1286790622632602,0.38635408267025145,0.311730373521844,1,0.2616619332615138,0.4133426961303722,0.9550811584492837,0.9550811584492837,0.1508932879264029,0.1508932879264029,0.13978617509483154,0.13978617509483154
2,7,7,4,2,B,A,B,large,0.32934549179481815,0.8275812322830498,0.3881168773529278,0.11530994540192734,0,0.34199289919215686,0.3916850311962063,0.9550811584492837,0.9550811584492837,0.8234158971207248,0.8234158971207248,0.8234158971207248,0.8234158971207248
2,7,8,1,1,B,A,A,small,3.337693470174806e-4,0.052349085474005186,0.692736403746472,0.6984842690402496,1,0.4133426961303722,0.7161499686025419,0.9550811584492837,0.9550811584492837,0.13978617509483154,0.13978617509483154,0.09606763028441836,0.09606763028441836
2,7,8,2,2,A,B,B,large,0.32912389196302727,0.4619197418076204,0.9499999999999998,0,1,0.3916850311962063,0.3916850311962063,0.9550811584492837,0.9550811584492837,0.8234158971207248,0.8234158971207248,0.6426678194641726,0.6426678194641726
2,7,8,3,4,B,A,D,large,1.0014431819738554,0.8917689658244525,0.41595275883725347,0.4096185874618418,1,0.2521053238525167,0.44351460868171105,0.9550811584492837,0.9550811584492837,0.8544793185027194,0.8544793185027194,0.873124142163586,0.873124142163586
2,7,8,4,3,A,B,C,small,0.6653502475754598,0.5197904236333185,0.38419842636371754,0,1,0.7608305981571255,0.7608305981571255,0.38419842636371754,0.4111373462597005,0.5287684444837828,0.5287684444837828,0.5242794340585506,0.5242794340585506
2,7,9,1,1,A,B,A,small,0.006643068229299046,0.124217197199486,0.9499999999999998,0.33274994597161683,1,0.7161499686025419,0.7161499686025419,0.9550811584492837,0.9550811584492837,0.09606763028441836,0.09606763028441836,0.11014241374195219,0.11014241374195219
2,7,9,2,3,B,A,C,small,0.68825262248203,0.5731832755140577,0.7608305981571255,0,1,0.7608305981571255,0.7806980030189371,0.4111373462597005,0.4111373462597005,0.5242794340585506,0.5242794340585506,0.5487313547863042,0.5487313547863042
2,7,9,3,4,A,B,D,large,0.9948894463957826,0.8175912973206759,0.9499999999999998,0.07280810590828489,1,0.44351460868171105,0.44351460868171105,0.9550811584492837,0.9550811584492837,0.873124142163586,0.873124142163586,0.8453577197421309,0.8453577197421309
2,7,9,4,2,B,A,B,large,0.3362437125988861,0.6695453799728819,0.3916850311962063,0,0,0.3916850311962063,0.3952647982241311,0.9550811584492837,0.9550811584492837,0.6426678194641726,0.6426678194641726,0.6426678194641726,0.6426678194641726
2,7,10,1,2,A,B,B,large,0.32371089428205424,0.972228439969969,0.9499999999999998,0.83611752278023,1,0.3952647982241311,0.3952647982241311,0.9550811584492837,0.9550811584492837,0.6426678194641726,0.6426678194641726,0.8074481297170708,0.8074481297170708
2,7,10,2,3,B,A,C,small,0.6765995204450586,0.04962446768758052,0.9499999999999998,0.713410736141054,1,0.7806980030189371,0.9550811584492837,0.4111373462597005,0.4111373462597005,0.5487313547863042,0.5487313547863042,0.2991779112369424,0.2991779112369424
2,7,10,3,4,A,B,D,large,0.9989397276793339,0.9813264957716286,0.9499999999999998,0.8888066745796755,1,0.44351460868171105,0.44351460868171105,0.9550811584492837,0.9550811584492837,0.8453577197421309,0.8453577197421309,0.9133421077568797,0.9133421077568797
2,7,10,4,1,B,A,A,small,0.009942872044661334,0.17693046936619208,0.7545539192808427,0.09600987669575205,1,0.7161499686025419,0.7747883810676639,0.9550811584492837,0.9550811584492837,0.11014241374195219,0.11014241374195219,0.14353644155407214,0.14353644155407214
2,8,1,1,2,B,A,B,large,0.3245849063791135,1,0.7500835495154227,1,1,0.35008354951542264,0.7705744917356819,0.1456578858860236,0.1456578858860236,0.8074481297170708,0.8074481297170708,0.9037240648585354,0.9037240648585354
2,8,1,2,1,B,A,A,small,-0.005907791765544063,0.013289735077892115,0.6417547115099906,0.9204399763172614,1,0.273578720983086,0.6671867003371127,0.21973868345611142,0.21973868345611142,0.14353644155407214,0.14353644155407214,0.07841308831598212,0.07841308831598212
2,8,1,3,4,A,B,D,large,1.0037494342766942,1,0.7484792929079053,1,0,0.05882285609533068,0.05882285609533068,0.34847929290790536,0.7512926249517127,0.9133421077568797,0.9133421077568797,0.9133421077568797,0.9133421077568797
2,8,1,4,3,A,B,C,small,0.6651253779552229,0.07125590250832063,0.44317287098020614,0.5971162904700353,1,0.32483388886940323,0.32483388886940323,0.20432635479219208,0.4710835759128401,0.2991779112369424,0.2991779112369424,0.1852169068726315,0.1852169068726315
2,8,2,1,2,A,B,B,large,0.3343346998896505,0.8176709597887263,0.17491535763879645,0.07314367938193211,0,0.7705744917356819,0.7705744917356819,0.1456578858860236,0.1770907241540247,0.9037240648585354,0.9037240648585354,0.9037240648585354,0.9037240648585354
2,8,2,2,4,B,A,D,large,1.0017658317886091,0.7210630478708709,0.05882285609533068,0,0,0.05882285609533068,0.05965881341557608,0.7512926249517127,0.7512926249517127,0.9133421077568797,0.9133421077568797,0.9133421077568797,0.9133421077568797
2,8,2,3,3,A,B,C,small,0.6627770527928004,0.28614714960922377,0.4710835759128401,0,0,0.32483388886940323,0.32483388886940323,0.4710835759128401,0.47482258519462006,0.1852169068726315,0.1852169068726315,0.1852169068726315,0.1852169068726315
2,8,2,4,1,B,A,A,small,0.012515116073455297,0.7596517277353303,0.6671867003371127,0,1,0.6671867003371127,0.6916806461667253,0.21973868345611142,0.21973868345611142,0.07841308831598212,0.07841308831598212,0.4190324080256562,0.4190324080256562
2,8,3,1,2,B,A,B,large,0.33941414907394907,0.9768956694642594,0.9499999999999998,0.8630268642182725,1,0.7705744917356819,0.9550811584492837,0.1770907241540247,0.1770907241540247,0.9037240648585354,0.9037240648585354,0.9403098671613974,0.9403098671613974
2,8,3,2,3,A,B,C,small,0.6645269020215794,0.16739467303961403,0.529625729175981,0.13700785995340228,1,0.32483388886940323,0.32483388886940323,0.47482258519462006,0.557529565579941,0.1852169068726315,0.1852169068726315,0.17630578995612278,0.17630578995612278
2,8,3,3,1,A,B,A,small,-0.0023847302952137205,0.6299086370981826,0.21973868345611144,0,0,0.6916806461667253,0.6916806461667253,0.21973868345611142,0.222321296045108,0.4190324080256562,0.4190324080256562,0.4190324080256562,0.4190324080256562
2,8,3,4,4,B,A,D,large,1.0043829986593698,1,0.45965881341557613,1,0,0.05965881341557608,0.4633865880928444,0.7512926249517127,0.7512926249517127,0.9133421077568797,0.9133421077568797,0.9133421077568797,0.9133421077568797
2,8,4,1,2,B,A,B,large,0.335927101373316,1,0.9499999999999998,1,1,0.9550811584492837,0.9550811584492837,0.1770907241540247,0.1770907241540247,0.9403098671613974,0.9403098671613974,0.9701549335806987,0.9701549335806987
2,8,4,2,1,B,A,A,small,0.0061964739487382625,0.6753259168163378,0.6916806461667252,0,0,0.6916806461667253,0.6948702934046861,0.222321296045108,0.222321296045108,0.4190324080256562,0.4190324080256562,0.4190324080256562,0.4190324080256562
2,8,4,3,4,A,B,D,large,0.994944354950116,0.6822197818115578,0.7512926249517127,0,1,0.4633865880928444,0.4633865880928444,0.7512926249517127,0.7717146046110898,0.9133421077568797,0.9133421077568797,0.7977809447842188,0.7977809447842188
2,8,4,4,3,A,B,C,small,0.6851663168162494,0,0.9499999999999998,1,1,0.32483388886940323,0.32483388886940323,0.557529565579941,0.9550811584492837,0.17630578995612278,0.17630578995612278,0.08815289497806139,0.08815289497806139
2,8,5,1,2,B,A,B,large,0.329434815182878,0.5722184089359688,0.9499999999999998,0,1,0.9550811584492837,0.9550811584492837,0.1770907241540247,0.1770907241540247,0.9701549335806987,0.9701549335806987,0.7711866712583337,0.7711866712583337
2,8,5,2,3,A,B,C,small,0.6729571527195598,0.15636972557032935,0.9499999999999998,0.1853931880047768,1,0.32483388886940323,0.32483388886940323,0.9550811584492837,0.9550811584492837,0.08815289497806139,0.08815289497806139,0.12226131027419537,0.12226131027419537
2,8,5,3,1,A,B,A,small,5.856160249087722e-4,0.6124485339346984,0.222321296045108,0,0,0.6948702934046861,0.6948702934046861,0.222321296045108,0.2249255123077345,0.4190324080256562,0.4190324080256562,0.4190324080256562,0.4190324080256562
2,8,5,4,4,B,A,D,large,1.010163619896649,0.8039284484401167,0.4698017545754093,0.016037916206412272,0,0.4633865880928444,0.4735396986691164,0.7717146046110898,0.7717146046110898,0.7977809447842188,0.7977809447842188,0.7977809447842188,0.7977809447842188
2,8,6,1,4,B,A,D,large,0.9849908601592174,0.5421376144600316,0.4735396986691164,0,1,0.4735396986691164,0.50163994971116,0.7717146046110898,0.7717146046110898,0.7977809447842188,0.7977809447842188,0.6699592796221252,0.6699592796221252
2,8,6,2,1,B,A,A,small,-0.009007485908008131,1,0.29487029340468607,-1,1,0.6948702934046861,0.3187882321361543,0.2249255123077345,0.2249255123077345,0.4190324080256562,0.4190324080256562,0.7095162040128281,0.7095162040128281
2,8,6,3,3,A,B,C,small,0.6674934047833968,0.677164306159987,0.9499999999999998,0,1,0.32483388886940323,0.32483388886940323,0.9550811584492837,0.9550811584492837,0.12226131027419537,0.12226131027419537,0.3997128082170912,0.3997128082170912
2,8,6,4,2,A,B,B,large,0.33804059266980707,0.8110760374998357,0.1953079906900614,0.04554316634009172,0,0.9550811584492837,0.9550811584492837,0.1770907241540247,0.19767621164805776,0.7711866712583337,0.7711866712583337,0.7711866712583337,0.7711866712583337
2,8,7,1,3,B,A,C,small,0.6616685609978346,0.40356466759246507,0.32483388886940323,0,1,0.32483388886940323,0.3499759758668765,0.9550811584492837,0.9550811584492837,0.3997128082170912,0.3997128082170912,0.4016387379047781,0.4016387379047781
2,8,7,2,2,A,B,B,large,0.3222024225011316,0.7853346209990301,0.19767621164805776,0,0,0.9550811584492837,0.9550811584492837,0.19767621164805776,0.20006600913391062,0.7711866712583337,0.7711866712583337,0.7711866712583337,0.7711866712583337
2,8,7,3,1,B,A,A,small,0.0055413789738371026,0.7045320161109007,0.31878823213615437,0,1,0.3187882321361543,0.34370059257899277,0.2249255123077345,0.2249255123077345,0.7095162040128281,0.7095162040128281,0.7070241100618644,0.7070241100618644
2,8,7,4,4,A,B,D,large,0.9963040144947783,0.40670432872039397,0.7717146046110898,0,1,0.50163994971116,0.50163994971116,0.7717146046110898,0.7909263412303665,0.6699592796221252,0.6699592796221252,0.5383318041712596,0.5383318041712596
2,8,8,1,3,A,B,C,small,0.6656289205069148,0.31854967176260907,0.9499999999999998,0,1,0.3499759758668765,0.3499759758668765,0.9550811584492837,0.9550811584492837,0.4016387379047781,0.4016387379047781,0.3600942048336936,0.3600942048336936
2,8,8,2,2,B,A,B,large,0.34332119277016915,0.9463366566485603,0.9499999999999998,0.691313304817251,1,0.9550811584492837,0.9550811584492837,0.20006600913391062,0.20006600913391062,0.7711866712583337,0.7711866712583337,0.858761663953447,0.858761663953447
2,8,8,3,4,B,A,D,large,1.0225168809097747,0.5330375689079251,0.50163994971116,0,1,0.50163994971116,0.529729844908994,0.7909263412303665,0.7909263412303665,0.5383318041712596,0.5383318041712596,0.5356846865395923,0.5356846865395923
2,8,8,4,1,A,B,A,small,0.005601222592848342,0.6516706915401194,0.2249255123077345,0,0,0.34370059257899277,0.34370059257899277,0.2249255123077345,0.22755130780784572,0.7070241100618644,0.7070241100618644,0.7070241100618644,0.7070241100618644
2,8,9,1,3,B,A,C,small,0.6556062986353297,0.42276462196381015,0.3499759758668765,0,0,0.3499759758668765,0.35339599991095566,0.9550811584492837,0.9550811584492837,0.3600942048336936,0.3600942048336936,0.3600942048336936,0.3600942048336936
2,8,9,2,2,A,B,B,large,0.3284519494694023,0.9302541826423034,0.44209498404324954,0.6050724372733474,1,0.9550811584492837,0.9550811584492837,0.20006600913391062,0.4699951030123108,0.858761663953447,0.858761663953447,0.8945079232978752,0.8945079232978752
2,8,9,3,4,B,A,D,large,1.0009854991376304,0.5458649549558552,0.529729844908994,0,0,0.529729844908994,0.5334648513052985,0.7909263412303665,0.7909263412303665,0.5356846865395923,0.5356846865395923,0.5356846865395923,0.5356846865395923
2,8,9,4,1,A,B,A,small,0.009522133344607645,0.6699377758615187,0.22755130780784572,0,0,0.34370059257899277,0.34370059257899277,0.22755130780784572,0.23019865280739854,0.7070241100618644,0.7070241100618644,0.7070241100618644,0.7070241100618644
2,8,10,1,1,B,A,A,small,0.00696624655429271,0.44261225078875865,0.34370059257899277,0,0,0.34370059257899277,0.34709203763101315,0.23019865280739854,0.23019865280739854,0.7070241100618644,0.7070241100618644,0.7070241100618644,0.7070241100618644
2,8,10,2,2,B,A,B,large,0.3390137610049233,0.7094053372016654,0.9499999999999998,0,1,0.9550811584492837,0.9550811584492837,0.4699951030123108,0.4699951030123108,0.8945079232978752,0.8945079232978752,0.8019566302497703,0.8019566302497703
2,8,10,3,4,A,B,D,large,0.9946604091162026,0.11302814968691088,0.6364090351785711,-0.3862932651294891,1,0.5334648513052985,0.5334648513052985,0.7909263412303665,0.6620206569494014,0.5356846865395923,0.5356846865395923,0.3243564181132516,0.3243564181132516
2,8,10,4,3,A,B,C,small,0.668436030410701,0.5847456547037239,0.9499999999999998,0,1,0.35339599991095566,0.35339599991095566,0.9550811584492837,0.9550811584492837,0.3600942048336936,0.3600942048336936,0.4724199297687087,0.4724199297687087
2,9,1,1,1,A,B,A,small,0.008122002940594604,1,0.009435729371265078,-1,0,0.1540432311547296,0.1540432311547296,0.4094357293712651,0.009576966456835138,0.7070241100618644,0.7070241100618644,0.7070241100618644,0.7070241100618644
2,9,1,2,2,A,B,B,large,0.3350825797416817,0.6637177465236476,0.20529677033229568,0,0,0.5568204352922212,0.5568204352922212,0.20529677033229568,0.20775484035763517,0.8019566302497703,0.8019566302497703,0.8019566302497703,0.8019566302497703
2,9,1,3,3,B,A,C,small,0.6437191786409341,0.16755359115243335,0.44445365895057587,0.13631818465279427,0,0.38992638508945815,0.44816039694543197,0.1919648248380793,0.1919648248380793,0.4724199297687087,0.4724199297687087,0.4724199297687087,0.4724199297687087
2,9,1,4,4,B,A,D,large,0.9768981580232303,0.8404243083367355,0.12062069033896095,0.17121294176905122,0,0.05213551363134047,0.12222083636175447,0.19524830995475947,0.19524830995475947,0.3243564181132516,0.3243564181132516,0.3243564181132516,0.3243564181132516
2,9,2,1,3,B,A,C,small,0.6802203938310708,0.45399979548047253,0.44816039694543197,0,0,0.44816039694543197,0.4518729039928882,0.1919648248380793,0.1919648248380793,0.4724199297687087,0.4724199297687087,0.4724199297687087,0.4724199297687087
2,9,2,2,4,A,B,D,large,1.0093794560738094,0.5149931321898189,0.19524830995475945,0,0,0.12222083636175447,0.12222083636175447,0.19524830995475947,0.1976159849666583,0.3243564181132516,0.3243564181132516,0.3243564181132516,0.3243564181132516
2,9,2,3,2,B,A,B,large,0.3425757665115291,1,0.9499999999999998,1,1,0.5568204352922212,0.9550811584492837,0.20775484035763517,0.20775484035763517,0.8019566302497703,0.8019566302497703,0.9009783151248851,0.9009783151248851
2,9,2,4,1,A,B,A,small,6.329584226679542e-4,0.7059206237817168,0.009576966456835138,0,0,0.1540432311547296,0.1540432311547296,0.009576966456835138,0.009720296880068993,0.7070241100618644,0.7070241100618644,0.7070241100618644,0.7070241100618644
2,9,3,1,3,B,A,C,small,0.6645910916492854,0.2607676360962113,0.4518729039928882,0,1,0.4518729039928882,0.4798593457569009,0.1919648248380793,0.1919648248380793,0.4724199297687087,0.4724199297687087,0.36659378293246003,0.36659378293246003
2,9,3,2,2,A,B,B,large,0.3314384588216087,0.8776826598117735,0.34445770070963233,0.3417571508799929,1,0.9550811584492837,0.9550811584492837,0.20775484035763517,0.37028565850031886,0.9009783151248851,0.9009783151248851,0.8893304874683293,0.8893304874683293
2,9,3,3,1,A,B,A,small,0.0031028244541281154,0.9895150029837613,0,-0.9370551581079529,0,0.1540432311547296,0.1540432311547296,0.009720296880068993,0,0.7070241100618644,0.7070241100618644,0.7070241100618644,0.7070241100618644
